commodity,year,price_index,price_change
Aluminum,2000,824.1068061018774,NA
Cocoa,2000,467.58490278384636,NA
Coffee,2000,70.2146397910319,NA
Copper,2000,925.8996428869038,NA
Gold,2000,150.7669444663076,NA
Iron Ore,2000,16.85418078590745,NA
Petroleum,2000,48.941555439758254,NA
Rice,2000,128.07886520820261,NA
Sugar,2000,44.796464246236354,NA
Wheat,2000,85.54350797784815,NA
Aluminum,2001,768.4662555101102,-6.7516188653936275
Cocoa,2001,563.0097444640132,20.40802453459015
Coffee,2001,50.1496768929465,-28.57660874968724
Copper,2001,806.3149953260927,-12.915508552088092
Gold,2001,146.38173387081974,-2.9086021548097545
Iron Ore,2001,17.5852054946938,4.33734939759038
Petroleum,2001,43.1269043747644,-11.880805611401252
Rice,2001,108.5931495475615,-15.213841588122682
Sugar,2001,49.2796150994224,10.007823002599375
Wheat,2001,90.32764220689485,5.592632734076759
Aluminum,2002,717.6390891503906,-6.614105173164734
Cocoa,2002,920.2865252269836,63.4583653792882
Coffee,2002,49.48777058573275,-1.319861558882449
Copper,2002,796.1714255423328,-1.2580157683483937
Gold,2002,167.4356395884493,14.38287767257177
Iron Ore,2002,17.16554316187205,-2.386451116243012
Petroleum,2002,43.4540552246468,0.7585771680701294
Rice,2002,120.61614102947365,11.07159294302109
Sugar,2002,48.3627932873388,-1.8604484029225776
Wheat,2002,112.23127455293114,24.249091209384353
Aluminum,2003,761.0671891744178,6.051523764604493
Cocoa,2003,906.5586955391655,-1.491690827966024
Coffee,2003,51.67043616588124,4.4105150713290655
Copper,2003,907.9572702026846,14.040424093869733
Gold,2003,196.31422169565457,17.24757177037563
Iron Ore,2003,18.708817547087648,8.99053627760235
Petroleum,2003,47.611869397064154,9.568299554374097
Rice,2003,125.4170035217746,3.980281951756205
Sugar,2003,49.65434483689255,2.6705478773325284
Wheat,2003,112.02008468250826,-0.18817381453088852
Aluminum,2004,912.8109874376685,19.938291969708708
Cocoa,2004,802.323156198288,-11.4979360800113
Coffee,2004,64.8001665902372,25.41052756397228
Copper,2004,1461.1461421877534,60.9267517469825
Gold,2004,220.99598580920429,12.572580784194939
Iron Ore,2004,22.1879536611264,18.59623733719259
Petroleum,2004,59.8683150581959,25.74241636873746
Rice,2004,154.54320037232765,23.223483285897693
Sugar,2004,47.50941813056964,-4.319716055802739
Wheat,2004,114.1193175583078,1.8739790116649817
Aluminum,2005,1009.4890051502521,10.591241674682983
Cocoa,2005,795.6677686755368,-0.8295145754345361
Coffee,2005,92.47759745603275,42.71197486391253
Copper,2005,1876.0100180380477,28.393044601898925
Gold,2005,240.25978831665418,8.716811048360489
Iron Ore,2005,38.0538973407116,71.50701647345943
Petroleum,2005,85.0255232235368,42.02090561741458
Rice,2005,180.96941248805638,17.099563133196625
Sugar,2005,48.657868002563696,2.4173099086117626
Wheat,2005,110.11378364465705,-3.5099525648706895
Aluminum,2006,1366.730353708102,35.38833476494162
Cocoa,2006,822.774914436549,3.4068422560504894
Coffee,2006,92.11924477177214,-0.3875021563260043
Copper,2006,3434.81619332584,83.09156989033613
Gold,2006,326.37349948577133,35.84191585802208
Iron Ore,2006,45.28291946093215,18.996798292422596
Petroleum,2006,102.4883844976001,20.538375551247682
Rice,2006,190.8437376589071,5.456350349538984
Sugar,2006,51.08538653773805,4.98895375984508
Wheat,2006,143.6257059076685,30.43390314436582
Aluminum,2007,1402.2109864868246,2.596022886479355
Cocoa,2007,1010.9937381905296,22.8761014040974
Coffee,2007,99.53090394348689,8.045722899788558
Copper,2007,3639.066654420033,5.946474268144843
Gold,2007,376.23430749324723,15.277223207777519
Iron Ore,2007,49.5878427460073,9.506726457399067
Petroleum,2007,110.08640515748695,7.413543200170918
Rice,2007,209.00154821684924,9.51449116470115
Sugar,2007,47.95299317005755,-6.131681836970191
Wheat,2007,196.31291938482252,36.68369331533494
Aluminum,2008,1369.307789383201,-2.3465225576402773
Cocoa,2008,1333.0623698594181,31.856639611371385
Coffee,2008,112.49309763476595,13.023285409563764
Copper,2008,3553.265533862112,-2.3577782081486856
Gold,2008,470.76818758408183,25.126331705550626
Iron Ore,2008,83.34387984230816,68.0732115514721
Petroleum,2008,146.0209182319515,32.64209874330759
Rice,2008,440.27015992628196,110.65401844271523
Sugar,2008,49.24687660931065,2.6982329020933995
Wheat,2008,248.7761578460735,26.724292331677812
Aluminum,2009,886.2490584423936,-35.27758584929976
Cocoa,2009,1495.4341756254653,12.180360757101749
Coffee,2009,115.74785340375524,2.893293755281406
Copper,2009,2635.1224003183543,-25.839417988720097
Gold,2009,525.4606511274669,11.61770590830688
Iron Ore,2009,108.29172301311439,29.93362346222557
Petroleum,2009,94.58598979975925,-35.224356246335084
Rice,2009,370.586949078731,-15.827375368618807
Sugar,2009,56.20393342158335,14.126899595003753
Wheat,2009,163.129916736506,-34.427029443295694
Aluminum,2010,1154.2262266282312,30.237230226999017
Cocoa,2010,1619.438499917949,8.292195424824962
Coffee,2010,157.8539863982225,36.37746338810392
Copper,2010,3846.610404156002,45.974638737513125
Gold,2010,661.3837587356886,25.867418866964652
Iron Ore,2010,198.6215937598165,83.41345786488496
Petroleum,2010,122.89824854605955,29.93282494187354
Rice,2010,327.2749955988395,-11.687393090221827
Sugar,2010,71.71348986683441,27.595144149279594
Wheat,2010,165.78135429848447,1.6253533472104797
Aluminum,2011,1275.146197545534,10.476279963810804
Cocoa,2011,1540.7553009008707,-4.858671633474499
Coffee,2011,218.289649995104,38.28580131287837
Copper,2011,4502.356130662072,17.047365280288883
Gold,2011,847.118582793044,28.082761574370817
Iron Ore,2011,227.1459165899185,14.361138831961584
Petroleum,2011,157.873225034322,28.458482445463485
Rice,2011,346.90358997128396,5.9975844890100944
Sugar,2011,86.77449702924989,21.001637474877366
Wheat,2011,238.0045654617405,43.56534030553294
Aluminum,2012,1074.4452582602871,-15.739445380581948
Cocoa,2012,1238.1104996404265,-19.64262599541209
Coffee,2012,150.1182526897425,-31.229789093019537
Copper,2012,4061.211439135561,-9.798085240796823
Gold,2012,901.2519205632179,6.390290435099458
Iron Ore,2012,173.99250236685248,-23.400558997953453
Petroleum,2012,162.7545378037465,3.091919334873474
Rice,2012,364.839772723259,5.170365274530526
Sugar,2012,66.7346601403789,-23.094155051242723
Wheat,2012,234.648444449625,-1.4101078294882516
Aluminum,2013,980.896677431481,-8.706686553792188
Cocoa,2013,1261.7272790336333,1.9074855919617524
Coffee,2013,112.30941425107581,-25.186036848435915
Copper,2013,3741.0498735075976,-7.8834005671989935
Gold,2013,762.0319621562969,-15.447396585842338
Iron Ore,2013,183.24513599017348,5.317834675319742
Petroleum,2013,162.2047812635675,-0.33778261890425093
Rice,2013,326.52945407285,-10.500587248054345
Sugar,2013,48.9954620383348,-26.581686435098383
Wheat,2013,225.610069750651,-3.851879231577169
Aluminum,2014,991.9153087364934,1.123322319111656
Cocoa,2014,1584.3500910214984,25.56993237357636
Coffee,2014,161.321721088982,43.64042601837068
Copper,2014,3502.1948103654413,-6.384706732557041
Gold,2014,683.8119904107714,-10.26465760362453
Iron Ore,2014,131.8377599550462,-28.0538829897695
Petroleum,2014,149.74650106550683,-7.680587527082282
Rice,2014,268.1581710640055,-17.876268826830437
Sugar,2014,57.4199864420432,17.19449935407675
Wheat,2014,206.259957174595,-8.576794731477259
Aluminum,2015,884.2259939968485,-10.85670457862175
Cocoa,2015,1621.8012007738785,2.3638152933884515
Coffee,2015,128.7505797395086,-20.190177199701324
Copper,2015,2811.82852782744,-19.712389513419552
Gold,2015,626.5235092762823,-8.377811728641293
Iron Ore,2015,75.9960891176269,-42.356355915376675
Petroleum,2015,83.8982998315668,-43.97311507474531
Rice,2015,238.96494813788837,-10.886568479447575
Sugar,2015,57.339716924726645,-0.13979368907997167
Wheat,2015,157.829890576752,-23.480110856829032
Aluminum,2016,852.090960948775,-3.634255638970511
Cocoa,2016,1495.62828646126,-7.779801510346172
Coffee,2016,131.919992353661,2.461668615834462
Copper,2016,2483.94871482684,-11.66073285606561
Gold,2016,674.17019555676,7.604931909979864
Iron Ore,2016,79.28259536357359,4.324572861716392
Petroleum,2016,71.6319286289395,-14.620524167060731
Rice,2016,244.1324306731915,2.1624437289109717
Sugar,2016,63.81579537116835,11.294228143719733
Wheat,2016,121.6004834786565,-22.954718504653147
Aluminum,2017,1045.156195584176,22.657819820131557
Cocoa,2017,1049.7633434393902,-29.811213592169423
Coffee,2017,121.38504685156585,-7.985859697332518
Copper,2017,3148.3437378447,26.74753383803966
Gold,2017,678.9155450895795,0.7038800534486137
Iron Ore,2017,96.2982563605391,21.462038318669066
Petroleum,2017,87.8601059324541,22.654949565267422
Rice,2017,250.92937013973597,2.78411985159121
Sugar,2017,64.45450181595339,1.000859491087073
Wheat,2017,123.37745158783699,1.4613166480480178
Aluminum,2018,1119.9551434551404,7.1567243429252745
Cocoa,2018,1186.5363530423017,13.02893747030598
Coffee,2018,106.8588485546038,-11.967040977234394
Copper,2018,3331.9691932785345,5.832446223281229
Gold,2018,685.4033751303805,0.9556166577309627
Iron Ore,2018,94.9498268999393,-1.400263630476657
Petroleum,2018,112.04879494840085,27.530912647137885
Rice,2018,253.4489061404355,1.0040817459098026
Sugar,2018,58.52306535701079,-9.202516956658076
Wheat,2018,158.0532251276495,28.10543830622531
Aluminum,2019,953.1755811854046,-14.89162876248857
Cocoa,2019,1210.8917947373147,2.0526502734252707
Coffee,2019,105.12034094728796,-1.626919652262095
Copper,2019,3066.805172382871,-7.958177447455679
Gold,2019,751.848284302718,9.694278082552195
Iron Ore,2019,126.74368212156415,33.484900667728525
Petroleum,2019,102.15995615903034,-8.825475360020052
Rice,2019,249.319109105947,-1.629439675782297
Sugar,2019,60.32110729087064,3.0723645846149314
Wheat,2019,138.631829516777,-12.287883145179155
Aluminum,2020,905.1621915914466,-5.037203065383478
Cocoa,2020,1225.9640400316443,1.2447227208769145
Coffee,2020,121.446237504181,15.530673140681287
Copper,2020,3150.700158537923,2.735582517942162
Gold,2020,955.647186498557,27.106386547765677
Iron Ore,2020,146.301725734631,15.431178332272264
Petroleum,2020,69.0124102124536,-32.44671120940638
Rice,2020,300.454206159899,20.509898834999596
Sugar,2020,62.2546666476528,3.205444070279511
Wheat,2020,157.5303067252405,13.632134318891348
Aluminum,2021,1313.5544564399188,45.11813116392337
Cocoa,2021,1254.7048512829188,2.3443437419691815
Coffee,2021,164.814680725727,35.70999325528957
Copper,2021,4754.407186586105,50.90002054630231
Gold,2021,971.971852905084,1.7082315144294844
Iron Ore,2021,214.11127291295253,46.34910958010004
Petroleum,2021,112.79806037487836,63.44605271375298
Rice,2021,277.896467397315,-7.507879170970558
Sugar,2021,77.70423228252045,24.81671891732819
Wheat,2021,225.700831920885,43.27454609387985
Aluminum,2022,1437.8669500164556,9.463824888802604
Cocoa,2022,1225.676747126038,-2.313540441578745
Coffee,2022,205.694964535174,24.803787884331193
Copper,2022,4505.143522543153,-5.242791672244953
Gold,2022,972.9211146656539,0.09766350308732896
Iron Ore,2022,163.40279179033,-23.68323742731574
Petroleum,2022,163.87246201381214,45.279503449962455
Rice,2022,263.49328917120454,-5.182929585613592
Sugar,2022,82.53132568348595,6.212137047329594
Wheat,2022,305.845891981972,35.50942164412591
